2025-09-24 00:15:48 | INFO | Message 36: tech = 0.78
2025-09-24 00:15:49 | INFO | {'message': 'I just tried a meme! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-24 00:15:49', 'category': 'humor', 'sentiment': 0.06, 'keyword_mentioned': 'meme', 'message_length': 34}
2025-09-24 00:15:49 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried a meme! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-24 00:15:49', 'category': 'humor', 'sentiment': 0.06, 'keyword_mentioned': 'meme', 'message_length': 34}
2025-09-24 00:15:49 | INFO | Message 37: humor = 0.06
2025-09-24 00:15:51 | INFO | {'message': 'I just saw a movie! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-24 00:15:51', 'category': 'entertainment', 'sentiment': 0.07, 'keyword_mentioned': 'movie', 'message_length': 35}
2025-09-24 00:15:51 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just saw a movie! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-24 00:15:51', 'category': 'entertainment', 'sentiment': 0.07, 'keyword_mentioned': 'movie', 'message_length': 35}
2025-09-24 00:15:52 | INFO | Message 38: entertainment = 0.07
2025-09-24 00:15:53 | INFO | {'message': 'I just tried Python! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-24 00:15:53', 'category': 'tech', 'sentiment': 0.35, 'keyword_mentioned': 'Python', 'message_length': 34}
2025-09-24 00:15:53 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried Python! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-24 00:15:53', 'category': 'tech', 'sentiment': 0.35, 'keyword_mentioned': 'Python', 'message_length': 34}
2025-09-24 00:15:54 | INFO | Message 39: tech = 0.35
2025-09-24 00:15:55 | INFO | {'message': 'I just shared a trick! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-24 00:15:55', 'category': 'other', 'sentiment': 0.39, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-24 00:15:55 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just shared a trick! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-24 00:15:55', 'category': 'other', 'sentiment': 0.39, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-24 00:15:56 | INFO | Message 40: other = 0.39
2025-09-24 00:15:57 | INFO | {'message': 'I just tried a trick! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-24 00:15:57', 'category': 'other', 'sentiment': 0.54, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-24 00:15:57 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried a trick! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-24 00:15:57', 'category': 'other', 'sentiment': 0.54, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-24 00:15:58 | INFO | Message 41: other = 0.54
2025-09-24 00:15:59 | INFO | {'message': 'I just tried JavaScript! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-24 00:15:59', 'category': 'tech', 'sentiment': 0.54, 'keyword_mentioned': 'JavaScript', 'message_length': 38}
2025-09-24 00:15:59 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried JavaScript! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-24 00:15:59', 'category': 'tech', 'sentiment': 0.54, 'keyword_mentioned': 'JavaScript', 'message_length': 38}
2025-09-24 00:16:00 | INFO | Message 42: tech = 0.54
2025-09-24 00:16:01 | INFO | {'message': 'I just shared game! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-24 00:16:01', 'category': 'gaming', 'sentiment': 0.43, 'keyword_mentioned': 'game', 'message_length': 35}
2025-09-24 00:16:01 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just shared game! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-24 00:16:01', 'category': 'gaming', 'sentiment': 0.43, 'keyword_mentioned': 'game', 'message_length': 35}
2025-09-24 00:16:02 | INFO | Message 43: gaming = 0.43
2025-09-24 00:16:03 | INFO | {'message': 'I just found game! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-24 00:16:03', 'category': 'gaming', 'sentiment': 0.44, 'keyword_mentioned': 'game', 'message_length': 32}
2025-09-24 00:16:03 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just found game! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-24 00:16:03', 'category': 'gaming', 'sentiment': 0.44, 'keyword_mentioned': 'game', 'message_length': 32}
2025-09-24 00:16:03 | INFO | Message 44: gaming = 0.44
2025-09-24 00:16:05 | INFO | {'message': 'I just saw a trick! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-24 00:16:05', 'category': 'other', 'sentiment': 0.92, 'keyword_mentioned': 'other', 'message_length': 33}
2025-09-24 00:16:05 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just saw a trick! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-24 00:16:05', 'category': 'other', 'sentiment': 0.92, 'keyword_mentioned': 'other', 'message_length': 33}
2025-09-24 00:16:06 | INFO | Message 45: other = 0.92
2025-09-24 00:16:07 | INFO | {'message': 'I just saw a trick! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-24 00:16:07', 'category': 'other', 'sentiment': 0.35, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-24 00:16:07 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just saw a trick! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-24 00:16:07', 'category': 'other', 'sentiment': 0.35, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-24 00:16:08 | INFO | Message 46: other = 0.35
2025-09-24 00:16:09 | INFO | {'message': 'I just saw a story! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-24 00:16:09', 'category': 'other', 'sentiment': 0.94, 'keyword_mentioned': 'other', 'message_length': 33}
2025-09-24 00:16:09 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just saw a story! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-24 00:16:09', 'category': 'other', 'sentiment': 0.94, 'keyword_mentioned': 'other', 'message_length': 33}
2025-09-24 00:16:10 | INFO | Message 47: other = 0.94
2025-09-24 00:16:11 | INFO | {'message': 'I just found game! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-24 00:16:11', 'category': 'gaming', 'sentiment': 0.12, 'keyword_mentioned': 'game', 'message_length': 35}
2025-09-24 00:16:11 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just found game! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-24 00:16:11', 'category': 'gaming', 'sentiment': 0.12, 'keyword_mentioned': 'game', 'message_length': 35}
2025-09-24 00:16:12 | INFO | Message 48: gaming = 0.12
2025-09-24 00:16:13 | INFO | {'message': 'I just found Python! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-24 00:16:13', 'category': 'tech', 'sentiment': 0.57, 'keyword_mentioned': 'Python', 'message_length': 36}
2025-09-24 00:16:13 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just found Python! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-24 00:16:13', 'category': 'tech', 'sentiment': 0.57, 'keyword_mentioned': 'Python', 'message_length': 36}
2025-09-24 00:16:14 | INFO | Message 49: tech = 0.57
2025-09-24 00:16:15 | INFO | {'message': 'I just shared a meme! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-24 00:16:15', 'category': 'humor', 'sentiment': 0.79, 'keyword_mentioned': 'meme', 'message_length': 36}
2025-09-24 00:16:15 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just shared a meme! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-24 00:16:15', 'category': 'humor', 'sentiment': 0.79, 'keyword_mentioned': 'meme', 'message_length': 36}
2025-09-24 00:16:16 | INFO | Message 50: humor = 0.79
2025-09-24 00:16:17 | INFO | {'message': 'I just found a movie! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-24 00:16:17', 'category': 'entertainment', 'sentiment': 0.23, 'keyword_mentioned': 'movie', 'message_length': 35}
2025-09-24 00:16:17 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just found a movie! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-24 00:16:17', 'category': 'entertainment', 'sentiment': 0.23, 'keyword_mentioned': 'movie', 'message_length': 35}
2025-09-24 00:16:17 | INFO | Message 51: entertainment = 0.23
2025-09-24 00:16:19 | INFO | {'message': 'I just loved a movie! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-24 00:16:19', 'category': 'entertainment', 'sentiment': 0.08, 'keyword_mentioned': 'movie', 'message_length': 35}
2025-09-24 00:16:19 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just loved a movie! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-24 00:16:19', 'category': 'entertainment', 'sentiment': 0.08, 'keyword_mentioned': 'movie', 'message_length': 35}
2025-09-24 00:16:20 | INFO | Message 52: entertainment = 0.08
2025-09-24 00:16:21 | INFO | {'message': 'I just saw game! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-24 00:16:21', 'category': 'gaming', 'sentiment': 0.61, 'keyword_mentioned': 'game', 'message_length': 30}
2025-09-24 00:16:21 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just saw game! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-24 00:16:21', 'category': 'gaming', 'sentiment': 0.61, 'keyword_mentioned': 'game', 'message_length': 30}
2025-09-24 00:16:22 | INFO | Message 53: gaming = 0.61
2025-09-24 00:16:23 | INFO | {'message': 'I just shared game! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-24 00:16:23', 'category': 'gaming', 'sentiment': 0.63, 'keyword_mentioned': 'game', 'message_length': 33}
2025-09-24 00:16:23 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just shared game! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-24 00:16:23', 'category': 'gaming', 'sentiment': 0.63, 'keyword_mentioned': 'game', 'message_length': 33}
2025-09-24 00:16:24 | INFO | Message 54: gaming = 0.63
2025-09-24 00:16:25 | INFO | {'message': 'I just tried travel! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-24 00:16:25', 'category': 'travel', 'sentiment': 0.5, 'keyword_mentioned': 'travel', 'message_length': 35}
2025-09-24 00:16:25 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried travel! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-24 00:16:25', 'category': 'travel', 'sentiment': 0.5, 'keyword_mentioned': 'travel', 'message_length': 35}
2025-09-24 00:16:26 | INFO | Message 55: travel = 0.5
2025-09-24 00:16:27 | INFO | {'message': 'I just loved recipe! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-24 00:16:27', 'category': 'food', 'sentiment': 0.44, 'keyword_mentioned': 'recipe', 'message_length': 37}
2025-09-24 00:16:27 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just loved recipe! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-24 00:16:27', 'category': 'food', 'sentiment': 0.44, 'keyword_mentioned': 'recipe', 'message_length': 37}
2025-09-24 00:16:28 | INFO | Message 56: food = 0.44
2025-09-24 00:16:29 | INFO | {'message': 'I just tried a trick! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-24 00:16:29', 'category': 'other', 'sentiment': 0.54, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-24 00:16:29 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried a trick! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-24 00:16:29', 'category': 'other', 'sentiment': 0.54, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-24 00:16:30 | INFO | Message 57: other = 0.54
2025-09-24 00:16:31 | INFO | {'message': 'I just shared a movie! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-24 00:16:31', 'category': 'entertainment', 'sentiment': 0.63, 'keyword_mentioned': 'movie', 'message_length': 36}
2025-09-24 00:16:31 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just shared a movie! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-24 00:16:31', 'category': 'entertainment', 'sentiment': 0.63, 'keyword_mentioned': 'movie', 'message_length': 36}
2025-09-24 00:16:31 | INFO | Message 58: entertainment = 0.63
2025-09-24 00:16:33 | INFO | {'message': 'I just tried recipe! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-24 00:16:33', 'category': 'food', 'sentiment': 0.35, 'keyword_mentioned': 'recipe', 'message_length': 34}
2025-09-24 00:16:33 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried recipe! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-24 00:16:33', 'category': 'food', 'sentiment': 0.35, 'keyword_mentioned': 'recipe', 'message_length': 34}
2025-09-24 00:16:34 | INFO | Message 59: food = 0.35
2025-09-24 00:16:35 | INFO | {'message': 'I just tried a story! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-24 00:16:35', 'category': 'other', 'sentiment': 0.5, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-24 00:16:35 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried a story! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-24 00:16:35', 'category': 'other', 'sentiment': 0.5, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-24 00:16:36 | INFO | Message 60: other = 0.5
2025-09-24 00:16:37 | INFO | {'message': 'I just tried a meme! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-24 00:16:37', 'category': 'humor', 'sentiment': 0.1, 'keyword_mentioned': 'meme', 'message_length': 37}
2025-09-24 00:16:37 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried a meme! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-24 00:16:37', 'category': 'humor', 'sentiment': 0.1, 'keyword_mentioned': 'meme', 'message_length': 37}
2025-09-24 00:16:38 | INFO | Message 61: humor = 0.1
2025-09-24 00:16:39 | INFO | {'message': 'I just tried recipe! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-24 00:16:39', 'category': 'food', 'sentiment': 0.39, 'keyword_mentioned': 'recipe', 'message_length': 34}
2025-09-24 00:16:39 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried recipe! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-24 00:16:39', 'category': 'food', 'sentiment': 0.39, 'keyword_mentioned': 'recipe', 'message_length': 34}
2025-09-24 00:16:40 | INFO | Message 62: food = 0.39
2025-09-24 00:16:41 | INFO | {'message': 'I just saw travel! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-24 00:16:41', 'category': 'travel', 'sentiment': 0.11, 'keyword_mentioned': 'travel', 'message_length': 32}
2025-09-24 00:16:41 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just saw travel! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-24 00:16:41', 'category': 'travel', 'sentiment': 0.11, 'keyword_mentioned': 'travel', 'message_length': 32}
2025-09-24 00:16:42 | INFO | Message 63: travel = 0.11
2025-09-24 00:16:43 | INFO | {'message': 'I just shared Python! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-24 00:16:43', 'category': 'tech', 'sentiment': 0.2, 'keyword_mentioned': 'Python', 'message_length': 37}
2025-09-24 00:16:43 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just shared Python! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-24 00:16:43', 'category': 'tech', 'sentiment': 0.2, 'keyword_mentioned': 'Python', 'message_length': 37}
2025-09-24 00:16:44 | INFO | Message 64: tech = 0.2
2025-09-24 00:16:45 | INFO | {'message': 'I just tried game! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-24 00:16:45', 'category': 'gaming', 'sentiment': 0.15, 'keyword_mentioned': 'game', 'message_length': 34}
2025-09-24 00:16:45 | INFO | Sent message to Kafka topic 'project_json': {'message': 'I just tried game! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-24 00:16:45', 'category': 'gaming', 'sentiment': 0.15, 'keyword_mentioned': 'game', 'message_length': 34}
2025-09-24 00:16:45 | INFO | Message 65: gaming = 0.15
2025-09-24 00:16:47 | INFO | {'message': 'I just saw a story! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-24 00:16:47', 'category': 'other', 'sentiment': 0.62, 'keyword_mentioned': 'other', 'message_length': 33}
